Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Ramesh Caterers & Dhaba,1,New Delhi,"A-26, Rajneet Vihar, Main Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.0721833,28.6536022,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Burbee's Cafe,1,Noida,"G-56, 2nd Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32456181,28.56935203,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Yellow,Good,833
"34, Chowringhee Lane",1,New Delhi,"C8/354, Sector 8, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1292361,28.7049801,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,85
Maharaja Restaurant,1,Mangalore,"1st Floor, Trade Centre, Near Jyothi Circle, Bunts Hostel Road, Balmatta, Mangalore",Balmatta,"Balmatta, Mangalore",74.84863333,12.87378611,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,275
Attitude Kitchen & Bar,1,New Delhi,"N-12, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22035229,28.63004355,1300,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,140
Amit Hotel,1,New Delhi,"A 110, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3088206,28.5903034,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,7
Punjabi's Veg Grill,1,New Delhi,"13/288 , 14 Block Gurudwra, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.2767689,28.6507753,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Hawalat Lounge & Bar,1,New Delhi,"16, N.W.A, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.1224178,28.6665862,1000,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,126
Jamie's Italian,215,Manchester,"100 King Street, Market Street, Manchester M2 4WU",Market Street,"Market Street, Manchester",-2.242833333,53.48083333,50,Pounds(ï¿½ï¿½),No,No,No,No,3,3,Yellow,Good,88
South Indian Fast Food,1,New Delhi,"Near Canara Bank, Block A, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.2970156,28.6186666,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,23
Bhane,1,New Delhi,"135/136, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.22693745,28.58222618,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,26
Cafe Cones & Curries,1,New Delhi,"Shop 7, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1672543,28.5877965,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
Nutrition Theka,1,New Delhi,"Shop A-4, Block B-4, Keshav Puram, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.1597056,28.6889256,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,12
Apni Rasoi,1,New Delhi,"G-3, Aggarwal Center Plaza, DC Chowk, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1261797,28.7183841,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,76
7 Barrel Brew Pub,1,Gurgaon,"242A & 242B, 1st & 2nd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09335439,28.4761926,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3,Yellow,Good,490
Queens Cafï¿½ï¿½,1,Gurgaon,"R3-B, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0801793,28.4805091,900,Indian Rupees(Rs.),Yes,No,No,No,2,4,Green,Very Good,62
KSG,1,New Delhi,"B Block, LSC Market, Near ICICI Bank, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.30874181,28.67811889,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Lord of the Drinks Chamber,1,New Delhi,"BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1202741,28.648007,2200,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,404
Bhasad Cafe,1,New Delhi,"E-46, Near Gopal Paints, Shastri Nagar, Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1808229,28.6720536,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Cafï¿½ï¿½ Healthilicious,1,New Delhi,"Inside Pacific Sports Complex, Near Petrol Pump, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23497704,28.56002689,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,24
Biryani Art,1,Gurgaon,"A-202 & 203, Supermart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.0870678,28.4625602,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,344
Chilll House Kafe,1,New Delhi,"F-201, A Block, Ashish Complex-2, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3068152,28.6594371,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Chaayos,1,Gurgaon,"Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0715115,28.5096894,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,127
"34, Chowringhee Lane",1,New Delhi,"61-D, Ground Floor, Ber Sarai Market, Opposite Old JNU Campus, JNU, New Delhi",JNU,"JNU, New Delhi",77.1810079,28.5490023,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Wendy's,1,Gurgaon,"2-A, UGF/A, Ground Floor, Building 10, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0875189,28.4949162,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,296
Tea Villa Cafe,1,Mumbai,"Shop 1& 2, Y-Building, Flower Valley, Opposite Viviana Mall,Eastern Express Highway, Majiwada, Thane West","Majiwada, Thane West","Majiwada, Thane West, Mumbai",72.97228105,19.20722241,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,317
Rumi Amritsari Naan,1,New Delhi,"2358, Chuna Mandi, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.2104258,28.6421442,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
Malay Restaurant,191,Colombo,"115, Hill Street, Dehiwala, Colombo","Dehiwala, Colombo","Dehiwala, Colombo, Colombo",79.87088978,6.850283043,1500,Sri Lankan Rupee(LKR),No,No,No,No,2,3,Yellow,Good,80
Nutri Punch,1,New Delhi,"M 45, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.2405602,28.5482719,600,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,158
The Food Hall by Todd English,162,Taguig City,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.0534998,14.54565535,1800,Botswana Pula(P),Yes,No,No,No,4,4,Dark Green,Excellent,618
Goosebumps,1,New Delhi,"11, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2779662,28.6523602,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
The Binge Box Cafe,1,Faridabad,"1st  Floor, 110, HUDA Market, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.3279106,28.4105998,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,18
Dakshin South Indian Hut,1,New Delhi,"Ashok Nagar Market, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1017824,28.6375856,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
New Yorker Deli & Pizzeria,216,Pensacola,"3001 E Cervantes St, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.1819,30.4251,10,Dollar($),No,No,No,No,1,4,Dark Green,Excellent,792
World Bites,1,Noida,"RN-15, B Block, Behind Bank of Maharashtra, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3698121,28.6185042,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,30
Sardar Ji Take Away & Caterers,1,New Delhi,"A 148, Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1139522,28.6259394,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Oh Buoy,1,Noida,"Plot E-94, Near HCL Office, Sector 125, Noida",Sector 125,"Sector 125, Noida",77.3323527,28.5486721,550,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,55
Ama Rabsel House,1,New Delhi,"House 47, Majnu Ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2282559,28.7030113,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,8
Delhi Foods,1,Noida,"F-3, 1st Floor, G Mart, Near Jaypee Hospital, Sector 128, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3715165,28.5164422,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Sethi's,1,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,"Sector 41, Noida",0.0,0.0,800,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
The Pindi,1,New Delhi,"C-1/122, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0801897,28.620389,1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,100
Twenty Four Seven,1,New Delhi,"Near Indian Oil Petrol Pump, Mool Chand Motors, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16321856,28.55788513,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
Daya Sagar,1,New Delhi,"204, Gali Number 13, Chander Vihar, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2974464,28.6346331,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Al Arabian Express,1,Nashik,"Near Big Bazar, College Road, Nashik",College Road,"College Road, Nashik",73.76504313,20.0037341,500,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,162
Cafe Totaram,1,Coimbatore,"245/1, Near Veejay Hall, Raheja Apartment, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.98187642,11.00076241,600,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,132
Food Scouts,1,New Delhi,"Near TDI Mall, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.11999476,28.65081196,700,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,229
Cafe Coffee Day,1,New Delhi,"11/15, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1696522,28.6449368,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,38
Foodhall,1,New Delhi,"Lower Ground Floor, World Mark 3, Aerocity, New Delhi","Worldmark 3, Aerocity","Worldmark 3, Aerocity, New Delhi",77.121714,28.551681,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
Tako Cheena by Pom Pom,216,Orlando,"932 North Mills Avenue, Orlando, FL 32803",Mills 50,"Mills 50, Orlando",-81.364547,28.557845,10,Dollar($),No,No,No,No,1,4,Green,Very Good,570
Chaina Ram Sindhi Confectioners,1,New Delhi,"6499, Fathepuri Chowk, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2235803,28.6566622,200,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,382
Foodiez,1,New Delhi,"G 24, Sunrise Vardhman Plaza, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3206228,28.6002914,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Pizza Hut,1,Mysore,"Opposite Loyal World Super Market, Temple Road,  Vani Vilas Mohalla, Jayalakhsmipuram, Mysore",Jayalakhsmipuram,"Jayalakhsmipuram, Mysore",76.63002778,12.323225,700,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,304
Monterrey Mexican Restaurant,216,Sioux City,"3138 Singing Hills Blvd, Sioux City, IA 51106",Sioux City,"Sioux City, Sioux City",-96.3691,42.4351,10,Dollar($),No,No,No,No,1,3,Yellow,Good,117
Basant,1,Ludhiana,"Fountain Chowk, Civil Lines, Ludhiana",Civil Lines,"Civil Lines, Ludhiana",75.83981965,30.91405691,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,109
The Golden Dragon,1,New Delhi,"G-27/28, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.2857573,28.6369891,1500,Indian Rupees(Rs.),Yes,No,No,No,3,2,Red,Poor,43
Berco's,1,New Delhi,"G-2/43, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2172977,28.6324521,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,2639
Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,1,Gurgaon,"Hotel Clark Inn, Plot 45/46, Old Judicial Complex, Sector 15, Gurgaon","Hotel Clark Inn, Sector 15","Hotel Clark Inn, Sector 15, Gurgaon",77.0338804,28.4576265,1400,Indian Rupees(Rs.),Yes,No,No,No,3,0,White,Not rated,2
The Grill Mill,1,Gurgaon,"Unit 1A, Ground Floor, Building 10, Tower C, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0884689,28.4940704,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,209
The Darjiling Delicious Chinese Food,1,New Delhi,"Shop 3, Plot 42-43, G Block, School Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0608752,28.6211626,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Andaaz E Paranthas,1,Noida,"306, 2nd Floor, Food Court, Spice World Mall, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.3404494,28.5854737,550,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,36
Wrapster,1,Noida,"Near Astha Medicos, B Block Market, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3100508,28.5821145,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,48
Shri Rudram,1,New Delhi,"AA-13, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1673875,28.7082414,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,5
Naivedyam,1,New Delhi,"25/35, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1760203,28.6438411,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,359
Thai Paradise,216,Pocatello,"140 S. Main, Pocatello, ID 83204",Pocatello,"Pocatello, Pocatello",-112.450106,42.861871,25,Dollar($),No,No,No,No,2,3,Yellow,Good,162
Khan Omelette Corner,1,New Delhi,"48, Katra Bariyan, Lal Kuan, Near Fatehpuri Masjid, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2215109,28.6551982,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,43
Shree Bhojnalaya,1,New Delhi,"Sarai Julena, Near Red Light, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.27276199,28.56077074,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
RollsKing,1,New Delhi,"Shop 23, DDA Shopping Complex, Ber Serai, JNU, New Delhi",JNU,"JNU, New Delhi",77.1811374,28.5495565,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,14
Pizza Hut,1,Noida,"The Great India Place Mall, Sector 38 A, Noida, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255133,28.5672492,1000,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,189
Chicken Bite,1,New Delhi,"G 3, Block A, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065301,28.6595397,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
The Roll Hut,1,New Delhi,"439, Near Bank of Baroda, Jheel Khurenja, Near Pal Motors, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2738859,28.6580718,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,13
Green Chick Chop,1,Faridabad,"135, Main Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3244107,28.3951932,350,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,31
Hotel Ekant,1,Faridabad,"12 - 14, Sector 17, Faridabad",Sector 17,"Sector 17, Faridabad",77.329167,28.4101795,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,39
Food State,1,New Delhi,"Aditya Complex, Metro Pillar 106, Vikas Marg, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2943559,28.6405983,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
RollsKing,1,New Delhi,"15, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket","DLF Place Mall, Saket, New Delhi",77.21593738,28.52888088,400,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,71
Nalwa's Hotspot,1,New Delhi,"B-85, Old Gupta Colony, Near Kalyan Vihar, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.1965012,28.6928555,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
Rabi Snacks Corner,1,New Delhi,"44, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.24898689,28.5401377,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,18
Bocca Di Lupo,215,London,"12 Archer Street, Soho, London W1D 7BB","Archer Street, Soho","Archer Street, Soho, London",-0.133947,51.511629,45,Pounds(ï¿½ï¿½),No,No,No,No,3,4,Dark Green,Excellent,571
Big Fish Eatery,148,Auckland,"Unit 3, 710 Great South Road, Corner Wilkinson Road, Penrose, Auckland 1061",Penrose,"Penrose, Auckland",174.810305,-36.905409,55,NewZealand($),No,No,No,No,3,4,Dark Green,Excellent,166
Maharaja Bhog,214,Dubai,"Ground Level, Hamsah Mall, Next to Ansar Gallery, Al Karama, Dubai",Al Karama,"Al Karama, Dubai",55.30919038,25.25124063,90,Emirati Diram(AED),Yes,Yes,No,No,2,4,Green,Very Good,1448
Aggarwal Sweet Corner,1,New Delhi,"Main Road, Beriwala Bagh, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1111664,28.6341062,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Otik Hotshop,1,Noida,"63, C-134/B, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3648332,28.5971027,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,147
Royal Spice,1,Noida,"Shop 4, Near Orange Pie Hotel, Main Road, Sector 66/67, Near Sector 71, Noida",Sector 71,"Sector 71, Noida",77.3798644,28.6076509,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Wah Shah Ji Wah,1,New Delhi,"WZ-179, Mukherji Park, Punjabi Market Road, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.1039501,28.6437348,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
The Chocolate Room,1,New Delhi,"B-6, Ground Floor, Shivalik, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2063347,28.5335269,850,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Orange,Average,155
Samrat,1,Gurgaon,"Sohna Chowk, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0259899,28.4598188,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,10
Grub House,1,New Delhi,"J-2/14, BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1192573,28.6472138,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,313
Falafel Lovers,1,Surat,"LG-5/6/19, Megh Mayur Plaza, Parle Point, Surat, City Light, Surat",City Light,"City Light, Surat",72.79273096,21.17334339,650,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,479
Mehak Food Corner,1,New Delhi,"A-105, Double Storey, Opposite HDFC Bank, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25087617,28.54369031,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,87
Dimsum Democracy,1,Gurgaon,"Market Parking, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",77.10009377,28.42846486,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,47
Lasha Chinese Food,1,New Delhi,"Shop 69, Indra Vihar, Opposite Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2122224,28.7066288,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Shree Durga Dosa,1,New Delhi,"Gg-14, Shop 561, Near HDFC Bank, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.0850323,28.6702637,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,27
Keventers,1,Noida,"Glued Reloaded, Dynamic House, Opposite Petrol Bunk, Dadri Main Road, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3609306,28.5614537,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Crave Desserts & Bakes,1,Mangalore,"Deepa Paradise, Balmatta, Mangalore",Balmatta,"Balmatta, Mangalore",74.85362222,12.87369722,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,196
Domino's Pizza,1,New Delhi,"18/27, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1726202,28.6453402,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,119
EDC Mania,1,New Delhi,"69-A/2, Gautam Nagar, Behind Big Gurdwara, Next To Panchayati Shiv Mandi, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2125368,28.5612917,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,39
AOWLS,1,New Delhi,"Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.15067118,28.52951508,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,37
Lucky Cat Coffee & Kitchen,94,Jakarta,"Plaza Festival, South Parking, Jl. HR Rasuna Said, Kuningan, Jakarta","Plaza Festival, Kuningan","Plaza Festival, Kuningan, Jakarta",106.8317481,-6.218932479,300000,Indonesian Rupiah(IDR),No,No,No,No,3,4,Green,Very Good,458
Moon Light Sweets,1,New Delhi,"Shop 1-A, Shopping Centre 2, DDA Flats, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.173877,28.551484,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,16
Hurry Curry Express,1,Noida,"B-71, Sector 67, Near, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.20952498,28.62565716,550,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
Handi Chhadeyan Di,1,Faridabad,"Shop 138, HUDA Market, Near HDFC Bank, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3185323,28.4106593,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,26
XLNC Bakers,1,Gurgaon,"Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0801,28.5140563,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Hungry Heights,1,New Delhi,"Shop 5, F-1/9, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2815094,28.6602512,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Celeste,1,New Delhi,"48, Mehar Chand Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2264595,28.5852944,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,14
Side Wok,1,Gurgaon,"Ground Floor, MPD Tower, Opposite Magnolias, DLF 5, Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.0971853,28.4549192,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3,Yellow,Good,280
Panchratna Thali,1,New Delhi,"Bodhraj Kohli Marg, Block 16, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",0.0,0.0,900,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Masabaï¿½ï¿½Û±,208,Ankara,"Kocatepe Mahallesi, Mithatpaï¿½ï¿½a Caddesi, No 62/A, ï¿½ankaya, Ankara",KÛ±zÛ±lay,"KÛ±zÛ±lay, Ankara",32.85986667,39.91914444,100,Turkish Lira(TL),No,No,No,No,3,4,Green,Very Good,103
Chehel Pehel,1,New Delhi,"Shop 11, DDA Market, Masjid Mod, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,"Greater Kailash (GK) 3, New Delhi",77.23596912,28.53722177,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,159
The Test,1,New Delhi,"G-11, Plot 1-2, SSG East Plaza, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3391034,28.6077552,500,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,4
Santos,215,Manchester,"22 King Edward's Buildings, Bury Old Road, Cheetham Hill, Manchester M7 4QJ",Cheetham Hill,"Cheetham Hill, Manchester",-2.246548,53.513525,20,Pounds(ï¿½ï¿½),No,No,No,No,2,3,Orange,Average,23
Sahni Fish Corner,1,New Delhi,"G2, Balaji Complex, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1894036,28.7015792,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,32
